institution,Location,Region,SIZE,FOCUS,RES.,STATUS,academic_reputation_score,Academic_Reputation_Rank,employer_reputation_score,Employer_Reputation_Rank,faculty_student_score,Faculty_Student_Rank,citations_score,Citations_per_Faculty_Rank,international_faculty_score,International_Faculty_Rank,international_student_score,International_Students_Rank,International_Research_Network_Score,International_Research_Network_Rank,Employment_Outcomes_Score,Employment_Outcomes_Rank,Sustainability_Score,Sustainability_Rank,year,rank,ranking_level,predicted_rank,student_performance_score,student_program_target,label_encoded,student_program_target_predicted
Universidad Veracruzana,Mexico,Americas,XL,FO,VH,A,7.7,601+,2.7,601+,7.3,701+,1.4,701+,12.5,,9.6,,13.6,701+,1.5,701+,1.1,701+,2025,472.0633999999999,Low,1189,6.5,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Sains Islam Malaysia,Malaysia,Asia,M,CO,HI,A,6.6,601+,2.5,601+,8.8,701+,1.9,701+,8.4,701+,6.1,701+,12.5,701+,3.3,701+,1.0,701+,2025,472.0717999999999,Low,1190,5.85,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of San Diego,United States,Americas,M,CO,HI,B,6.2,601+,7.0,601+,25.5,581,2.7,701+,3.1,701+,6.8,701+,5.5,701+,12.2,701+,1.0,701+,2025,472.07480000000004,Low,1191,10.299999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universita' degli Studi di Ferrara,Italy,Europe,L,FC,HI,A,6.7,601+,2.6,601+,2.6,701+,34.6,386,2.9,701+,3.6,701+,70.0,487,4.1,701+,27.3,468=,2025,472.0761000000004,Low,1192,11.875000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"University of Alabama, Birmingham",United States,Americas,L,FC,VH,A,5.8,601+,4.2,601+,56.0,263,16.8,607,12.5,,9.6,,54.5,701+,1.7,701+,2.0,701+,2025,472.0814999999999,Low,1193,22.049999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Peruana Cayetano Heredia (UPCH),Peru,Americas,M,FO,VH,B,9.5,601+,8.5,601+,45.5,340,2.2,701+,1.8,701+,1.4,701+,28.9,701+,3.8,701+,9.8,672=,2025,472.09140000000014,Low,1194,14.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
San Francisco State University,United States,Americas,L,CO,HI,,4.5,601+,3.1,601+,5.7,701+,4.0,701+,3.4,701+,5.0,701+,35.6,701+,7.6,701+,1.7,701+,2025,472.09590000000003,Low,1195,4.8,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Pannonia,Hungary,Europe,S,FO,VH,A,4.2,601+,4.0,601+,22.0,637,8.5,701+,3.3,701+,8.3,701+,44.7,701+,4.0,701+,1.0,701+,2025,472.12089999999995,Low,1196,10.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Massachusetts Boston,United States,Americas,L,FO,VH,A,11.0,601+,7.7,601+,9.8,701+,19.7,558,4.5,701+,14.8,629,32.2,701+,2.9,701+,8.4,698=,2025,472.16619999999983,Low,1197,13.825,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Russian State University for the Humanities,Russia,Europe,M,FO,VH,A,5.1,601+,2.6,601+,14.2,701+,1.2,701+,1.8,701+,4.0,701+,7.5,701+,3.3,701+,1.0,701+,2025,472.2157000000001,Low,1198,6.124999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Nacional de la Asunción,Paraguay,Americas,XL,FC,MD,A,6.1,601+,5.3,601+,31.7,500,1.1,701+,1.3,701+,1.7,701+,11.8,701+,69.0,166,1.1,701+,2025,472.24469999999997,Low,1199,10.15,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Calcutta,India,Asia,L,CO,VH,A,17.1,529,6.5,601+,5.5,701+,21.4,539,24.7,541,1.1,701+,56.0,677,49.8,256,1.5,701+,2025,472.28340000000003,Low,1200,11.275,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Zagreb,Croatia,Europe,XL,FC,VH,A,16.3,547,7.3,601+,23.8,612,4.1,701+,1.7,701+,3.3,701+,91.6,148,96.9,36,27.9,462=,2025,472.3174000000002,Low,1201,11.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",Italy,Europe,L,FO,VH,A,3.7,601+,1.6,601+,3.3,701+,29.3,443,3.8,701+,2.8,701+,58.5,651,1.2,701+,1.2,701+,2025,472.34550000000013,Low,1202,9.774999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Central Oklahoma,United States,Americas,L,CO,MD,A,5.6,601+,2.9,601+,6.5,701+,1.5,701+,15.9,654,9.9,701+,5.2,701+,2.9,701+,1.0,701+,2025,472.37579999999997,Low,1203,5.875,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Sfax,Tunisia,Africa,XL,CO,VH,A,7.0,601+,4.1,601+,44.0,354,3.7,701+,1.1,701+,3.2,701+,50.8,701+,10.3,701+,8.0,701+,2025,472.39669999999984,Low,1204,14.475000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université du Québec,Canada,Americas,XL,FC,HI,A,15.3,574,7.6,601+,1.8,701+,10.9,701+,32.9,479,11.0,699,62.6,593,21.6,530,9.9,667=,2025,472.40649999999965,Low,1205,9.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Utah,United States,Americas,XL,FC,VH,A,15.7,561,6.3,601+,50.0,309,30.5,431,15.5,659,10.3,701+,80.5,313,17.4,608,24.5,492=,2025,472.42689999999993,Low,1206,26.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Pontificia Universidade Católica do Campinas - PUC Campinas,Brazil,Americas,M,CO,MD,C,4.2,601+,3.8,601+,7.0,701+,2.0,701+,1.8,701+,1.2,701+,2.3,701+,1.9,701+,1.0,701+,2025,472.45700000000005,Low,1207,3.5999999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade Federal do Paraná - UFPR,Brazil,Americas,XL,FC,VH,A,13.0,601+,5.8,601+,20.1,669,5.2,701+,2.9,701+,6.0,701+,52.6,701+,9.6,701+,2.0,701+,2025,472.4573999999999,Low,1208,11.075000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
CUNY The City College of New York,United States,Americas,M,FC,HI,A,7.2,601+,3.0,601+,11.9,701+,11.3,701+,6.7,701+,4.7,701+,24.8,701+,1.5,701+,2.5,701+,2025,472.4640000000004,Low,1209,8.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Católica de Córdoba,Argentina,Americas,M,FC,MD,B,5.3,601+,2.6,601+,17.1,701+,1.1,701+,3.6,701+,3.6,701+,2.3,701+,4.6,701+,1.0,701+,2025,472.47079999999994,Low,1210,6.775000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Russian Presidential Academy of National Economy and Public Administration,Russia,Europe,XL,SP,VH,A,4.9,601+,7.6,601+,47.8,327,1.1,701+,1.8,701+,2.8,701+,17.7,701+,41.8,309,1.0,701+,2025,472.4985999999997,Low,1211,14.149999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
The Hashemite University,Jordan,Asia,L,FC,HI,A,9.4,601+,14.6,566,4.2,701+,3.6,701+,7.2,701+,14.6,632,39.1,701+,3.6,701+,2.4,701+,2025,472.57379999999995,Low,1212,7.950000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Isfahan University of Technology,"Iran, Islamic Republic of",Asia,M,FO,VH,,4.9,601+,15.7,541,5.1,701+,92.2,68,2.3,701+,1.4,701+,43.5,701+,5.6,701+,1.1,701+,2025,472.61659999999995,Low,1213,25.900000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Tokyo Metropolitan University,Japan,Asia,M,CO,VH,A,12.8,601+,5.5,601+,32.0,494,11.4,701+,7.3,701+,4.5,701+,29.5,701+,4.0,701+,1.1,701+,2025,472.68020000000024,Low,1214,15.174999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kanazawa University,Japan,Asia,M,FC,VH,A,10.5,601+,3.9,601+,55.1,275,12.2,686,8.1,701+,5.8,701+,31.9,701+,1.8,701+,1.6,701+,2025,472.74679999999995,Low,1215,20.9,Pelatihan Lanjutan,2,Pelatihan Lanjutan
UNIVERSITY OF GDANSK,Poland,Europe,L,CO,VH,A,12.0,601+,6.2,601+,34.9,454,3.9,701+,4.8,701+,2.4,701+,70.6,476,14.1,687,25.7,483=,2025,472.7844,Low,1216,13.299999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad La Salle (ULSA),Mexico,Americas,M,FC,MD,C,4.5,601+,15.0,559,22.3,630,1.1,701+,2.2,701+,1.6,701+,1.0,701+,4.8,701+,1.0,701+,2025,472.8171,Low,1217,7.375000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Modena and Reggio Emilia,Italy,Europe,L,FC,VH,A,8.6,601+,4.0,601+,2.9,701+,49.7,266,4.0,701+,3.6,701+,53.3,701+,15.2,653,23.2,505=,2025,472.8338000000001,Low,1218,16.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"The University of Notre Dame, Australia",Australia,Oceania,M,FO,VH,B,3.0,601+,3.7,601+,3.5,701+,7.2,701+,21.4,579,2.2,701+,10.6,701+,1.7,701+,1.0,701+,2025,472.84130000000005,Low,1219,3.9749999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Rochester Institute of Technology (RIT),United States,Americas,L,CO,VH,B,7.2,601+,10.7,601+,19.2,695,6.3,701+,4.7,701+,16.1,604,36.8,701+,9.0,701+,34.5,411=,2025,472.8602999999997,Low,1220,12.2,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Sookmyung Women's University,South Korea,Asia,M,CO,HI,C,4.4,601+,5.6,601+,29.0,536,3.4,701+,4.0,701+,2.2,701+,4.8,701+,1.8,701+,2.6,701+,2025,472.9235999999998,Low,1221,9.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Nova Southeastern University,United States,Americas,L,CO,HI,,2.7,601+,3.5,601+,11.6,701+,2.8,701+,4.7,701+,3.9,701+,13.2,701+,8.9,701+,1.2,701+,2025,472.93109999999984,Low,1222,5.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
British University in Egypt,Egypt,Africa,M,CO,HI,C,6.0,601+,5.5,601+,25.7,578,2.3,701+,2.6,701+,2.6,701+,12.0,701+,2.6,701+,1.0,701+,2025,472.9572999999998,Low,1223,9.15,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Baku State University,Azerbaijan,Asia,L,CO,HI,A,12.9,601+,5.5,601+,41.7,373,1.4,701+,5.3,701+,2.2,701+,16.7,701+,47.7,271,1.3,701+,2025,472.9721000000001,Low,1224,14.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Malaysia Terengganu (UMT),Malaysia,Asia,M,FO,VH,A,10.5,601+,4.3,601+,12.0,701+,12.2,685,11.1,701+,12.1,676,50.2,701+,3.7,701+,18.2,553=,2025,473.02090000000004,Low,1225,11.700000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Industrial de Santander - UIS,Colombia,Americas,L,FC,MD,A,9.7,601+,14.8,564,4.6,701+,2.1,701+,4.1,701+,1.4,701+,12.4,701+,9.0,701+,1.3,701+,2025,473.032,Low,1226,4.449999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
King Mongkut\'s Institute of Technology Ladkrabang,Thailand,Asia,L,FO,VH,A,8.3,601+,3.7,601+,4.2,701+,3.1,701+,16.7,642,2.2,701+,18.5,701+,6.2,701+,1.1,701+,2025,473.0614,Low,1227,4.45,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Tecnológica de Bolívar,Colombia,Americas,M,FO,HI,B,2.2,601+,3.5,601+,2.9,701+,2.7,701+,3.6,701+,2.3,701+,6.8,701+,6.4,701+,1.0,701+,2025,473.08410000000003,Low,1228,2.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Metropolitana,Venezuela,Americas,M,CO,LO,B,7.6,601+,15.1,555,4.4,701+,1.1,701+,4.4,701+,1.6,701+,1.1,701+,25.9,456,,,2025,473.11100000000005,Low,1229,3.675,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Wroclaw,Poland,Europe,L,CO,VH,A,14.9,587,12.6,601+,32.1,492,3.9,701+,5.0,701+,8.4,701+,54.3,701+,12.0,701+,9.3,683=,2025,473.1246999999995,Low,1230,14.825,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Chang Jung Christian University,Taiwan,Asia,M,CO,HI,B,8.5,601+,4.6,601+,48.4,323,1.6,701+,6.1,701+,4.4,701+,4.8,701+,2.0,701+,1.1,701+,2025,473.1285000000004,Low,1231,15.725,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Catania University,Italy,Europe,L,FC,VH,A,11.6,601+,3.0,601+,5.4,701+,23.4,517,3.5,701+,4.5,701+,71.3,465,5.7,701+,3.6,701+,2025,473.1310000000004,Low,1232,11.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Católica del Norte,Chile,Americas,M,FC,HI,B,4.5,601+,2.3,601+,6.7,701+,5.9,701+,13.5,694,3.8,701+,46.2,701+,2.0,701+,8.5,696=,2025,473.1464000000002,Low,1233,5.2250000000000005,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Indian Institute of Technology (BHU) Varanasi,India,Asia,M,FO,VH,A,5.5,601+,5.9,601+,3.9,701+,95.0,48,1.4,701+,1.1,701+,24.5,701+,6.5,701+,10.1,661=,2025,473.1565999999999,Low,1234,26.375,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Mustansiriyah University,Iraq,Asia,XL,FC,HI,A,5.0,601+,8.4,601+,51.2,299,1.3,701+,35.7,446,3.6,701+,14.0,701+,4.2,701+,1.1,701+,2025,473.1609,Low,1235,15.275,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Connecticut,United States,Americas,L,FC,VH,A,14.4,600,8.1,601+,18.2,701+,29.8,438,27.4,514,19.4,556,88.0,198,23.3,487,37.6,388=,2025,473.1631999999996,Low,1236,20.450000000000003,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Slovak University of Technology in Bratislava,Slovakia,Europe,M,FO,VH,A,9.1,601+,9.0,601+,38.8,408,3.8,701+,2.4,701+,6.5,701+,48.3,701+,15.0,664,1.0,701+,2025,473.16369999999984,Low,1237,14.549999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Oriente Santiago de Cuba,Cuba,Americas,L,FO,MD,A,8.4,601+,5.2,601+,29.8,524,1.1,701+,12.5,,9.6,,7.3,701+,5.0,701+,1.0,701+,2025,473.22979999999995,Low,1238,12.225000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade da Coruña,Spain,Europe,L,CO,VH,A,5.9,601+,4.8,601+,24.2,606,7.3,701+,2.9,701+,4.5,701+,56.1,676,1.8,701+,23.2,505=,2025,473.2430999999997,Low,1239,10.475,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Christian-Albrechts-University zu Kiel,Germany,Europe,L,FC,VH,A,17.7,511,10.8,601+,44.7,346,15.6,625,12.5,,8.4,701+,90.0,167,14.3,682,23.5,503=,2025,473.30800000000016,Low,1240,21.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad de Los Andes - (ULA) Mérida,Venezuela,Americas,L,FC,MD,A,14.6,595,8.5,601+,25.4,585,1.2,701+,1.3,701+,1.6,701+,15.5,701+,18.8,587,1.3,701+,2025,473.3283000000002,Low,1241,10.700000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Moscow City University,Russia,Europe,L,FO,HI,A,7.1,601+,1.9,601+,10.7,701+,1.1,701+,2.7,701+,3.3,701+,2.5,701+,1.9,701+,1.0,701+,2025,473.3326000000003,Low,1242,5.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Denver,United States,Americas,M,CO,VH,B,5.4,601+,7.4,601+,42.2,368,7.8,701+,7.7,701+,5.8,701+,32.7,701+,25.6,460,9.9,667=,2025,473.34700000000004,Low,1243,15.299999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
California State University - Los Angeles,United States,Americas,L,CO,HI,A,5.2,601+,3.3,601+,3.8,701+,2.9,701+,3.6,701+,2.3,701+,14.9,701+,5.5,701+,1.0,701+,2025,473.3913000000003,Low,1244,3.55,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Soonchunhyang University,South Korea,Asia,M,FC,VH,B,5.6,601+,4.7,601+,55.2,274,5.7,701+,5.5,701+,3.9,701+,11.7,701+,1.8,701+,6.4,701+,2025,473.3938,Low,1245,17.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université Mohammed V de Rabat,Morocco,Africa,XL,CO,VH,A,3.7,601+,3.3,601+,1.5,701+,4.5,701+,3.8,701+,2.6,701+,77.7,367,70.1,158,2.9,701+,2025,473.45650000000023,Low,1246,3.0749999999999997,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Università degli Studi di Udine,Italy,Europe,M,CO,VH,A,7.1,601+,2.7,601+,11.3,701+,16.7,611,4.2,701+,3.7,701+,53.5,701+,1.9,701+,4.3,701+,2025,473.4719000000003,Low,1247,9.7,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Dankook University,South Korea,Asia,L,FC,HI,B,5.8,601+,4.0,601+,59.2,248,3.0,701+,4.2,701+,7.1,701+,13.0,701+,2.9,701+,4.1,701+,2025,473.5105,Low,1248,18.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Fordham University,United States,Americas,L,CO,HI,B,6.8,601+,8.3,601+,14.8,701+,5.4,701+,6.3,701+,13.9,641,23.9,701+,29.1,427,1.4,701+,2025,473.5201999999997,Low,1249,10.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad del Salvador,Argentina,Americas,M,FC,MD,B,3.7,601+,5.8,601+,19.9,676,1.0,701+,4.9,701+,7.4,701+,1.2,701+,16.2,633,,,2025,473.5347,Low,1250,8.0,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Sarajevo,Bosnia and Herzegovina,Europe,L,CO,HI,A,4.4,601+,1.6,601+,4.6,701+,1.9,701+,12.5,,2.8,701+,46.5,701+,83.6,107,1.0,701+,2025,473.55810000000014,Low,1251,3.425,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Kangwon National University,South Korea,Asia,L,FC,HI,A,4.8,601+,4.7,601+,22.2,632,8.2,701+,4.7,701+,2.6,701+,27.6,701+,2.8,701+,34.5,411=,2025,473.5601000000001,Low,1252,9.450000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Thapar Institute of Engineering & Technology,India,Asia,M,FO,VH,A,4.7,601+,4.4,601+,8.8,701+,46.1,300,5.2,701+,1.8,701+,31.1,701+,3.1,701+,11.8,623=,2025,473.56019999999967,Low,1253,15.35,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of North Carolina at Greensboro,United States,Americas,L,CO,HI,A,2.6,601+,2.4,601+,8.9,701+,10.1,701+,5.9,701+,3.4,701+,50.7,701+,1.5,701+,1.6,701+,2025,473.5698000000003,Low,1254,6.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Instituto Tecnológico de Santo Domingo (INTEC),Dominican Republic,Americas,M,FO,MD,A,1.6,601+,4.0,601+,35.4,447,1.4,701+,10.0,701+,4.1,701+,5.6,701+,38.5,332,1.0,701+,2025,473.65450000000004,Low,1255,10.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Warsaw University of Life Sciences  SGGW (WULS-SGGW),Poland,Europe,L,FO,VH,A,6.6,601+,4.4,601+,18.8,701+,6.8,701+,2.3,701+,6.4,701+,74.4,416,3.0,701+,6.9,701+,2025,473.67150000000004,Low,1256,9.649999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Nagoya Institute of Technology (NIT),Japan,Asia,M,SP,VH,A,5.7,601+,2.6,601+,7.5,701+,14.5,645,5.1,701+,4.1,701+,18.3,701+,6.0,701+,1.0,701+,2025,473.68370000000033,Low,1257,7.949999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"Universidad Católica Boliviana ""San Pablo""",Bolivia,Americas,L,FO,MD,B,3.9,601+,2.9,601+,4.2,701+,1.1,701+,2.3,701+,2.7,701+,7.7,701+,26.2,452,1.0,701+,2025,473.7164000000001,Low,1258,2.9749999999999996,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Nacional de San Martín (UNSAM),Argentina,Americas,L,CO,HI,A,11.3,601+,2.7,601+,6.2,701+,2.2,701+,1.6,701+,3.7,701+,24.5,701+,1.2,701+,1.1,701+,2025,473.74180000000035,Low,1259,5.85,Pelatihan Lanjutan,2,Pelatihan Lanjutan
"Adam Mickiewicz University, Poznan",Poland,Europe,L,CO,VH,A,16.0,553,9.1,601+,33.3,473,4.8,701+,7.7,701+,8.3,701+,86.7,218,7.5,701+,31.6,432=,2025,473.7444999999997,Low,1260,15.599999999999998,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University at Albany SUNY,United States,Americas,L,CO,VH,A,8.1,601+,4.5,601+,5.4,701+,33.9,391,3.9,701+,7.2,701+,66.0,540,4.2,701+,13.2,606=,2025,473.82990000000007,Low,1261,13.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
National University of Kyiv-Mohyla Academy (NaUKMA),Ukraine,Europe,S,FO,HI,A,5.1,601+,10.6,601+,44.2,351,1.2,701+,2.1,701+,1.1,701+,6.3,701+,13.5,701+,1.0,701+,2025,473.86940000000084,Low,1262,12.900000000000002,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Seoul,South Korea,Asia,M,CO,VH,A,11.0,601+,9.7,601+,36.7,436,8.8,701+,5.5,701+,6.9,701+,24.0,701+,5.3,701+,4.9,701+,2025,473.8876999999996,Low,1263,15.85,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universiti Kuala Lumpur (UniKL),Malaysia,Asia,L,FC,HI,C,6.0,601+,5.3,601+,32.7,483,2.2,701+,7.4,701+,3.9,701+,17.3,701+,3.9,701+,1.0,701+,2025,473.89280000000036,Low,1264,11.200000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
German University in Cairo,Egypt,Africa,L,CO,HI,B,8.3,601+,15.2,552,7.0,701+,2.2,701+,13.4,698,1.1,701+,12.8,701+,4.4,701+,1.0,701+,2025,473.8952999999997,Low,1265,4.65,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Chungnam National University,South Korea,Asia,L,FC,VH,A,8.8,601+,7.8,601+,46.3,334,10.7,701+,7.2,701+,9.2,701+,32.7,701+,5.0,701+,25.7,483=,2025,473.8974000000001,Low,1266,18.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Illinois State University,United States,Americas,L,CO,HI,,3.4,601+,2.8,601+,5.6,701+,4.1,701+,4.7,701+,3.1,701+,20.0,701+,7.6,701+,1.1,701+,2025,473.9077000000001,Low,1267,4.05,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Beijing Jiaotong University,China (Mainland),Asia,L,CO,VH,A,9.7,601+,5.4,601+,15.2,701+,31.8,414,4.7,701+,9.6,701+,29.1,701+,9.6,701+,1.2,701+,2025,473.96100000000007,Low,1268,16.575,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Houston,United States,Americas,XL,CO,VH,A,12.7,601+,11.4,601+,5.0,701+,24.6,502,23.9,550,19.8,545,71.6,456,50.3,254,19.7,537=,2025,473.9722,Low,1269,15.524999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Shiraz University,"Iran, Islamic Republic of",Asia,L,CO,VH,A,6.9,601+,5.4,601+,4.6,701+,60.7,198,1.2,701+,2.2,701+,54.3,701+,14.1,688,7.9,701+,2025,474.0354999999997,Low,1270,18.6,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Rhode Island,United States,Americas,L,CO,VH,A,5.6,601+,3.5,601+,6.7,701+,16.2,618,5.2,701+,2.6,701+,48.9,701+,11.8,701+,54.1,294,2025,474.1090000000004,Low,1271,7.775,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Indiana UniversityPurdue University Indianapolis,United States,Americas,L,FC,HI,A,7.1,601+,4.5,601+,22.2,634,10.0,701+,28.8,503,6.6,701+,33.6,701+,3.7,701+,6.7,701+,2025,474.1401000000001,Low,1272,11.475,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Arkansas Fayetteville,United States,Americas,L,CO,VH,A,5.8,601+,3.5,601+,6.3,701+,11.9,696,4.8,701+,3.0,701+,51.6,701+,15.4,646,3.8,701+,2025,474.1583000000003,Low,1273,6.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidad Nacional Autónoma de Honduras (UNAH),Honduras,Americas,XL,FC,LO,A,5.1,601+,4.0,601+,3.3,701+,1.0,701+,1.8,701+,9.6,,18.5,701+,61.8,195,1.0,701+,2025,474.2076000000005,Low,1274,4.75,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Université de Tunis,Tunisia,Africa,L,FO,VH,A,7.2,601+,3.9,601+,19.4,688,1.9,701+,2.0,701+,1.8,701+,27.0,701+,48.1,266,1.0,701+,2025,474.2092000000002,Low,1275,7.574999999999999,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Mississippi State University,United States,Americas,L,CO,VH,A,6.2,601+,3.6,601+,7.4,701+,17.4,592,8.9,701+,3.1,701+,50.6,701+,7.1,701+,4.5,701+,2025,474.25390000000044,Low,1276,8.525,Pelatihan Lanjutan,2,Pelatihan Lanjutan
San Diego State University,United States,Americas,XL,CO,VH,A,5.4,601+,3.0,601+,3.3,701+,14.3,648,5.2,701+,3.5,701+,68.7,502,15.8,639,9.4,680=,2025,474.2649000000004,Low,1277,6.625,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Amity University,India,Asia,L,CO,VH,B,9.8,601+,10.6,601+,10.7,701+,7.1,701+,3.7,701+,21.1,527,61.5,609,4.1,701+,10.8,650=,2025,474.2799999999997,Low,1278,12.175,Pelatihan Lanjutan,2,Pelatihan Lanjutan
University of Texas at San Antonio,United States,Americas,L,FO,VH,A,6.0,601+,3.0,601+,3.9,701+,22.8,522,8.8,701+,2.7,701+,60.5,629,5.1,701+,3.8,701+,2025,474.3121000000002,Low,1279,8.850000000000001,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Universidade do Estado do Rio de Janeiro (UERJ),Brazil,Americas,XL,FC,HI,A,9.5,601+,5.1,601+,17.4,701+,2.5,701+,3.5,701+,1.2,701+,35.7,701+,18.2,598,1.3,701+,2025,474.324,Low,1280,7.6499999999999995,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Yuan Ze University,Taiwan,Asia,M,FO,VH,C,5.5,601+,5.6,601+,8.7,701+,9.0,701+,12.2,701+,11.7,686,12.4,701+,2.0,701+,2.4,701+,2025,474.43979999999993,Low,1281,8.725,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Lucian Blaga University of Sibiu,Romania,Europe,L,FC,MD,A,3.6,601+,3.2,601+,8.5,701+,1.9,701+,13.9,687,2.9,701+,17.0,701+,4.1,701+,1.2,701+,2025,474.4441000000001,Low,1282,4.225,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Lviv Polytechnic National University,Ukraine,Europe,L,CO,VH,A,8.4,601+,13.5,598,28.4,546,1.9,701+,1.4,701+,1.2,701+,18.9,701+,15.2,654,11.5,632=,2025,474.49399999999986,Low,1283,9.975,Pelatihan Lanjutan,2,Pelatihan Lanjutan
Howard University,United States,Americas,M,FC,HI,B,7.0,601+,9.2,601+,38.9,403,3.0,701+,1.1,701+,4.1,701+,31.9,701+,18.8,588,1.1,701+,2025,474.49620000000056,Low,1284,13.25,Pelatihan Lanjutan,2,Pelatihan Lanjutan
